Year,Année,ISO,Jurisdiction,Juridiction,Species group,"Groupe d'espèces",Tenure (En),Tenure (Fr),Area (hectares),Data Qualifier,Superficie (en hectare),Qualificatifs de données
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Douglas-fir,Douglas taxifolié,Unspecified,Indéterminé,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Provincial land,Terres provinciales,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Private land,Terres privées,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Fir,Sapin,Unspecified,Indéterminé,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous hardwoods,Feuillus divers,Unspecified,Indéterminé,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Miscellaneous softwoods,Résineux divers,Unspecified,Indéterminé,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Provincial land,Terres provinciales,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Private land,Terres privées,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pine,Pin,Unspecified,Indéterminé,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Provincial land,Terres provinciales,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Private land,Terres privées,,u,,u
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Spruce,Épinette,Unspecified,Indéterminé,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Douglas-fir,Douglas taxifolié,Unspecified,Indéterminé,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Provincial land,Terres provinciales,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Private land,Terres privées,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Fir,Sapin,Unspecified,Indéterminé,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous hardwoods,Feuillus divers,Unspecified,Indéterminé,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Miscellaneous softwoods,Résineux divers,Unspecified,Indéterminé,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Provincial land,Terres provinciales,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Private land,Terres privées,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Pine,Pin,Unspecified,Indéterminé,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Provincial land,Terres provinciales,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Private land,Terres privées,,u,,u
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Spruce,Épinette,Unspecified,Indéterminé,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Douglas-fir,Douglas taxifolié,Unspecified,Indéterminé,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Provincial land,Terres provinciales,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Private land,Terres privées,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Fir,Sapin,Unspecified,Indéterminé,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous hardwoods,Feuillus divers,Unspecified,Indéterminé,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Miscellaneous softwoods,Résineux divers,Unspecified,Indéterminé,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Provincial land,Terres provinciales,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Private land,Terres privées,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Pine,Pin,Unspecified,Indéterminé,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Provincial land,Terres provinciales,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Private land,Terres privées,,u,,u
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Spruce,Épinette,Unspecified,Indéterminé,,u,,u
1980,1980,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,u,,u
1980,1980,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1980,1980,ON,Ontario,Ontario,Douglas-fir,Douglas taxifolié,Unspecified,Indéterminé,,u,,u
1980,1980,ON,Ontario,Ontario,Fir,Sapin,Provincial land,Terres provinciales,,u,,u
1980,1980,ON,Ontario,Ontario,Fir,Sapin,Private land,Terres privées,,u,,u
1980,1980,ON,Ontario,Ontario,Fir,Sapin,Unspecified,Indéterminé,,u,,u
1980,1980,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,,u,,u
1980,1980,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1980,1980,ON,Ontario,Ontario,Miscellaneous hardwoods,Feuillus divers,Unspecified,Indéterminé,,u,,u
1980,1980,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,,u,,u
1980,1980,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1980,1980,ON,Ontario,Ontario,Miscellaneous softwoods,Résineux divers,Unspecified,Indéterminé,,u,,u
1980,1980,ON,Ontario,Ontario,Pine,Pin,Provincial land,Terres provinciales,,u,,u
1980,1980,ON,Ontario,Ontario,Pine,Pin,Private land,Terres privées,,u,,u
1980,1980,ON,Ontario,Ontario,Pine,Pin,Unspecified,Indéterminé,,u,,u
1980,1980,ON,Ontario,Ontario,Spruce,Épinette,Provincial land,Terres provinciales,,u,,u
1980,1980,ON,Ontario,Ontario,Spruce,Épinette,Private land,Terres privées,,u,,u
1980,1980,ON,Ontario,Ontario,Spruce,Épinette,Unspecified,Indéterminé,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Douglas-fir,Douglas taxifolié,Unspecified,Indéterminé,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Provincial land,Terres provinciales,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Private land,Terres privées,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Fir,Sapin,Unspecified,Indéterminé,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous hardwoods,Feuillus divers,Unspecified,Indéterminé,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Miscellaneous softwoods,Résineux divers,Unspecified,Indéterminé,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Provincial land,Terres provinciales,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Private land,Terres privées,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Pine,Pin,Unspecified,Indéterminé,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Provincial land,Terres provinciales,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Private land,Terres privées,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Spruce,Épinette,Unspecified,Indéterminé,,u,,u
1980,1980,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,u,,u
1980,1980,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1980,1980,QC,Quebec,Québec,Douglas-fir,Douglas taxifolié,Unspecified,Indéterminé,,u,,u
1980,1980,QC,Quebec,Québec,Fir,Sapin,Provincial land,Terres provinciales,,u,,u
1980,1980,QC,Quebec,Québec,Fir,Sapin,Private land,Terres privées,,u,,u
1980,1980,QC,Quebec,Québec,Fir,Sapin,Unspecified,Indéterminé,,u,,u
1980,1980,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,,u,,u
1980,1980,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1980,1980,QC,Quebec,Québec,Miscellaneous hardwoods,Feuillus divers,Unspecified,Indéterminé,,u,,u
1980,1980,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,,u,,u
1980,1980,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1980,1980,QC,Quebec,Québec,Miscellaneous softwoods,Résineux divers,Unspecified,Indéterminé,,u,,u
1980,1980,QC,Quebec,Québec,Pine,Pin,Provincial land,Terres provinciales,,u,,u
1980,1980,QC,Quebec,Québec,Pine,Pin,Private land,Terres privées,,u,,u
1980,1980,QC,Quebec,Québec,Pine,Pin,Unspecified,Indéterminé,,u,,u
1980,1980,QC,Quebec,Québec,Spruce,Épinette,Provincial land,Terres provinciales,,u,,u
1980,1980,QC,Quebec,Québec,Spruce,Épinette,Private land,Terres privées,,u,,u
1980,1980,QC,Quebec,Québec,Spruce,Épinette,Unspecified,Indéterminé,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Douglas-fir,Douglas taxifolié,Unspecified,Indéterminé,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Provincial land,Terres provinciales,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Private land,Terres privées,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Fir,Sapin,Unspecified,Indéterminé,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Miscellaneous hardwoods,Feuillus divers,Unspecified,Indéterminé,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Miscellaneous softwoods,Résineux divers,Unspecified,Indéterminé,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Pine,Pin,Provincial land,Terres provinciales,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Pine,Pin,Private land,Terres privées,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Pine,Pin,Unspecified,Indéterminé,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Spruce,Épinette,Provincial land,Terres provinciales,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Spruce,Épinette,Private land,Terres privées,,u,,u
1980,1980,SK,Saskatchewan,Saskatchewan,Spruce,Épinette,Unspecified,Indéterminé,,u,,u
1980,1980,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,,u,,u
1980,1980,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1980,1980,YK,Yukon,Yukon,Douglas-fir,Douglas taxifolié,Unspecified,Indéterminé,,u,,u
1980,1980,YK,Yukon,Yukon,Fir,Sapin,Provincial land,Terres provinciales,,u,,u
1980,1980,YK,Yukon,Yukon,Fir,Sapin,Private land,Terres privées,,u,,u
1980,1980,YK,Yukon,Yukon,Fir,Sapin,Unspecified,Indéterminé,,u,,u
1980,1980,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,,u,,u
1980,1980,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1980,1980,YK,Yukon,Yukon,Miscellaneous hardwoods,Feuillus divers,Unspecified,Indéterminé,,u,,u
1980,1980,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,,u,,u
1980,1980,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1980,1980,YK,Yukon,Yukon,Miscellaneous softwoods,Résineux divers,Unspecified,Indéterminé,,u,,u
1980,1980,YK,Yukon,Yukon,Pine,Pin,Provincial land,Terres provinciales,,u,,u
1980,1980,YK,Yukon,Yukon,Pine,Pin,Private land,Terres privées,,u,,u
1980,1980,YK,Yukon,Yukon,Pine,Pin,Unspecified,Indéterminé,,u,,u
1980,1980,YK,Yukon,Yukon,Spruce,Épinette,Provincial land,Terres provinciales,,u,,u
1980,1980,YK,Yukon,Yukon,Spruce,Épinette,Private land,Terres privées,,u,,u
1980,1980,YK,Yukon,Yukon,Spruce,Épinette,Unspecified,Indéterminé,,u,,u
1980,1980,YK,Yukon,Yukon,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1980,1980,YK,Yukon,Yukon,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1980,1980,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Unspecified,Indéterminé,567,r,567,r
1980,1980,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Unspecified,Indéterminé,3705,r,3705,r
1980,1980,ON,Ontario,Ontario,Unspecified,Indéterminée,Unspecified,Indéterminé,32322,r,32322,r
1980,1980,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Unspecified,Indéterminé,0,a,0,a
1980,1980,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolié,Provincial land,Terres provinciales,0,a,0,a
1980,1980,AB,Alberta,Alberta,Fir,Sapin,Provincial land,Terres provinciales,0,a,0,a
1980,1980,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Provincial land,Terres provinciales,0,a,0,a
1980,1980,AB,Alberta,Alberta,Miscellaneous softwoods,Résineux divers,Provincial land,Terres provinciales,0,a,0,a
1980,1980,AB,Alberta,Alberta,Unspecified,Indéterminée,Provincial land,Terres provinciales,89,a,89,a
1980,1980,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Unspecified,Indéterminé,360,a,360,a
1980,1980,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Unspecified,Indéterminé,762,a,762,a
1980,1980,AB,Alberta,Alberta,Pine,Pin,Provincial land,Terres provinciales,2873,a,2873,a
1980,1980,QC,Quebec,Québec,Unspecified,Indéterminée,Provincial land,Terres provinciales,4138,a,4138,a
1980,1980,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Unspecified,Indéterminé,5790,a,5790,a
1980,1980,AB,Alberta,Alberta,Spruce,Épinette,Provincial land,Terres provinciales,7097,a,7097,a
1980,1980,QC,Quebec,Québec,Unspecified,Indéterminée,Private land,Terres privées,9690,a,9690,a
1980,1980,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Unspecified,Indéterminé,22038,a,22038,a
1980,1980,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Unspecified,Indéterminé,63675,a,63675,a
1980,1980,QC,Quebec,Québec,Unspecified,Indéterminée,Unspecified,Indéterminé,0,a,0,a
1980,1980,AB,Alberta,Alberta,Unspecified,Indéterminée,Unspecified,Indéterminé,0,a,0,a
1980,1980,AB,Alberta,Alberta,Pine,Pin,Unspecified,Indéterminé,0,a,0,a
1980,1980,AB,Alberta,Alberta,Spruce,Épinette,Unspecified,Indéterminé,0,a,0,a
1980,1980,YK,Yukon,Yukon,Unspecified,Indéterminée,Unspecified,Indéterminé,0,a,0,a
1981,1981,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1981,1981,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1981,1981,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1981,1981,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1981,1981,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1981,1981,MB,Manitoba,Manitoba,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1981,1981,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1981,1981,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1981,1981,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1981,1981,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1981,1981,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1981,1981,NS,Nova Scotia,Nouvelle-Écosse,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1981,1981,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1981,1981,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1981,1981,ON,Ontario,Ontario,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1981,1981,ON,Ontario,Ontario,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1981,1981,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Provincial land,Terres provinciales,,u,,u
1981,1981,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1981,1981,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolié,Private land,Terres privées,,u,,u
1981,1981,AB,Alberta,Alberta,Douglas-fir,Douglas taxifolié,Unspecified,Indéterminé,,u,,u
1981,1981,AB,Alberta,Alberta,Fir,Sapin,Private land,Terres privées,,u,,u
1981,1981,AB,Alberta,Alberta,Fir,Sapin,Unspecified,Indéterminé,,u,,u
1981,1981,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Private land,Terres privées,,u,,u
1981,1981,AB,Alberta,Alberta,Miscellaneous hardwoods,Feuillus divers,Unspecified,Indéterminé,,u,,u
1981,1981,AB,Alberta,Alberta,Miscellaneous softwoods,Résineux divers,Private land,Terres privées,,u,,u
1981,1981,AB,Alberta,Alberta,Unspecified,Indéterminée,Private land,Terres privées,,u,,u
1981,1981,AB,Alberta,Alberta,Pine,Pin,Private land,Terres privées,,u,,u
1981,1981,AB,Alberta,Alberta,Spruce,Épinette,Private land,Terres privées,,u,,u
